"Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","From.Month","From.Year","To","To.Month","To.Year","Diff.Days","Start.Av.Weight","End.Av.Weight","Period.Av.Weight","Av.Weight.Change","Model.End.Av.Wt.Act.Feed","Av.Wt.Deviation.Perc","Av.Wt.Before.Sampl","Model.End.Av.Wt.Sugg.Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation.Perc","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer.Minus.Kg","Transfer.Plus.Kg","Biomass.Produced","Biomass.Produced.Before.Sampl","Biol.FCR.Period","Econ.FCR.Period","Econ.FCR.Period.Before.Sampl","Mortality.No","LTD.Mortality.Kg","Model.Mortality.No","Mortality.Deviation.Perc","Mortality.Perc","SFR.Period.Perc","SFR.Period.Perc.Before.Sampl","SGR.Period.Perc","FCR.bio.*.SGR","Growth.Per.Day","TGC.Period","Avg.Temp","Av.Oxygene","Period.Day.Degrees","Start.Av.Weight.Category","End.Av.Weight.Category","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate.Kg.Per.Hour","Fastings.No","Transfer.Minus.No","Transfer.Plus.No","Harvest.No","Sampling.No","LTD.Econ.FCR","LTD.Mortality.No","LTD.Mortality.Perc","LTD.Adjustment.No","LTD.Adjustment.Perc","LTD.Adjustment.&.Mortality.No","LTD.Adjustment.&.Mortality.Perc"
"Γαλαξίδι","Ανεμοκάμπι","538","1101 Λ1 G.G","Λαβράκι",NA,NA,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2011","January",2011-02-28,"February","2011",2011-03-31,"March","2011",31,1.8,2.5,2.15,0.7,2.16,15.74,2.12,2.24,"IRIDA Style 12,0mm","IRIDA STYLE","ΙΡΙΔΑ Α.Ε.",571,667.35,14.44,413830,744.89,413550,1033.88,0,0,0,288.98,131.83,1.97,1.98,4.33,280,44.49,160,-75,0.07,2.09,2.28,1.06,2.09,0.02,0.33,0,0,423,"A. <50","A. <50",571,5353.61,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,2.64,26450,6.01,0,0,26450,6.01
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",0.29,1.21,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-08-05,"August","2015",2015-08-31,"August","2015",26,3.24,13.5,8.37,10.26,13.41,0.67,13.42,11.02,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1540,1159.39,-32.83,181000,586.44,178870,2414.74,0,0,0,1828.31,1814,0.84,0.84,0.85,2130,14.9,54,-3844.44,1.18,4.59,4.6,5.49,4.59,0.39,1.28,26.07,0,702,"A. <50","A. <50",1360,2.17,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.84,2130,1.18,0,0,2130,1.18
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",1.21,1.78,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-08-31,"August","2015",2015-09-30,"September","2015",30,13.5,20,16.75,6.5,28.98,-30.99,28.16,33.57,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2685,3528.94,23.91,178870,2414.74,178055,3561.1,0,0,0,1146.36,2599.28,2.32,2.34,1.03,815,28.33,62,-1214.52,0.46,3.03,2.52,1.31,3.03,0.22,0.42,25.31,0,786,"A. <50","A. <50",1300,1.93,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.36,2945,1.63,0,0,2945,1.63
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",1.78,3.46,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-09-30,"September","2015",2015-10-31,"October","2015",31,20,39,29.5,19,39.82,-2.06,39.82,43.58,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3865,4648.83,16.86,178055,3561.1,177225,6911.77,0,0,0,3350.68,3496,1.15,1.15,1.11,830,47.46,64,-1196.88,0.47,2.47,2.44,2.15,2.47,0.61,0.93,22.75,0,728,"A. <50","A. <50",3865,1.61,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.25,3775,2.09,0,0,3775,2.09
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",3.46,3.9,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-10-31,"October","2015",2015-11-30,"November","2015",30,39,53,46,14,53.99,-1.83,53.25,58.68,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3860,5104.57,24.38,177225,6911.77,176660,9362.98,0,0,0,2451.2,2495.37,1.56,1.57,1.55,565,73.19,62,-811.29,0.32,1.59,1.59,1.02,1.59,0.47,0.61,19.24,0,598,"A. <50","B. 50-100",2835,1.61,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.33,4340,2.4,0,0,4340,2.4
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",3.9,4.32,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-11-30,"November","2015",2015-12-15,"December","2015",15,53,58.77,55.89,5.77,59.3,-0.89,58.84,60.59,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1950,2354.04,17.16,176660,9362.98,176435,10369.08,0,0,0,1006.1,1018.46,1.92,1.94,1.91,225,85.36,32,-603.12,0.13,1.32,1.32,0.69,1.32,0.38,0.47,17.5,0,280,"B. 50-100","B. 50-100",1950,1.24,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.38,4565,2.52,0,0,4565,2.52
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",4.32,4.78,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-12-15,"December","2015",2015-12-31,"December","2015",16,58.77,65,61.89,6.23,64.02,1.53,64,63.31,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2410,2022.68,-19.15,176435,10369.08,176345,11462.42,0,0,0,1093.34,917,2.19,2.2,2.63,90,90.81,34,-164.71,0.05,1.38,1.39,0.63,1.38,0.39,0.49,16.29,0,273,"B. 50-100","B. 50-100",2410,1.24,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.46,4655,2.57,0,0,4655,2.57
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",4.78,5.63,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2015-12-31,"December","2015",2016-01-25,"January","2016",25,65,76.59,70.8,11.59,70.1,9.26,69.41,69.71,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3100,2760.75,-12.29,176345,11462.42,176320,13504.35,0,0,0,2041.92,775.95,1.52,1.52,4,25,92.47,52,51.92,0.01,1,1.05,0.66,1,0.46,0.58,14.87,0,391,"B. 50-100","B. 50-100",3100,1.24,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.46,4680,2.59,0,0,4680,2.59
"Γαλαξίδι","Ανεμοκάμπι","518","1508 Λ15 DΛ6.04","Λαβράκι",5.66,5.95,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","August",2016-01-31,"January","2016",2016-02-29,"February","2016",29,77,81,79,4,81.32,-0.39,80.87,80.46,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3475,2689.84,-29.19,176320,13576.64,176290,14279.49,0,0,0,702.85,679.93,4.93,4.94,5.11,30,94.85,60,50,0.02,0.86,0.86,0.17,0.84,0.14,0.17,14.17,0,425,"B. 50-100","B. 50-100",3475,1.24,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.67,4710,2.6,0,0,4710,2.6
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",0.4,0.88,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2013-11-13,"November","2013",2013-11-30,"November","2013",17,2.26,5,3.63,2.74,4.54,10.13,4.57,4.24,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",413,358.13,-15.32,177000,400.02,175935,879.67,0,0,0,479.65,404,0.85,0.86,1.02,1065,3.42,18,-5816.67,0.6,3.99,4.2,4.67,3.99,0.16,1.12,19.64,0,355,"A. <50","A. <50",263,2.21,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.86,1065,0.6,0,0,1065,0.6
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",0.88,1.58,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2013-11-30,"November","2013",2013-12-31,"December","2013",31,5,9,7,4,9.04,-0.44,8.94,8.77,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",935,866.41,-7.92,175935,879.67,175875,1582.88,0,0,0,703.2,692.65,1.33,1.33,1.35,60,3.81,32,-87.5,0.03,2.52,2.53,1.9,2.52,0.13,0.68,17.02,0,543,"A. <50","A. <50",655,2.21,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.12,1125,0.64,0,0,1125,0.64
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",1.58,2.28,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2013-12-31,"December","2013",2014-01-31,"January","2014",31,9,13,11,4,12.32,5.52,11.7,12.8,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",940,1091.03,13.84,175875,1582.88,175690,2283.97,0,0,0,701.1,472.7,1.34,1.34,1.99,185,5.85,32,-478.12,0.11,1.59,1.68,1.19,1.59,0.13,0.55,15.19,0,489,"A. <50","A. <50",940,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.18,1310,0.74,0,0,1310,0.74
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",2.28,2.92,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2014-01-31,"January","2014",2014-02-28,"February","2014",28,13,15,14,2,14.58,2.88,14.53,15.34,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",685,1021.41,32.94,175690,2283.97,175355,2630.32,0,0,0,346.36,263.94,1.95,1.98,2.6,350,10.52,29,-1106.9,0.2,1,1.01,0.51,0.99,0.07,0.28,14.12,0,406,"A. <50","A. <50",685,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.29,1645,0.93,0,0,1645,0.93
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",2.92,3.31,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2014-02-28,"February","2014",2014-03-31,"March","2014",31,15,17,16,2,17.38,-2.19,16.73,18.07,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",975,1220.62,20.12,175355,2630.32,175225,2978.82,0,0,0,348.5,301.19,2.78,2.8,3.24,145,12.57,32,-353.12,0.08,1.12,1.13,0.4,1.11,0.06,0.23,14.34,0,457,"A. <50","A. <50",550,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.49,1775,1,0,0,1775,1
"Γαλαξίδι","Ανεμοκάμπι","437","1311 T18 G.GT3","Τσιπούρα",3.31,4.08,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2014-03-31,"March","2014",2014-04-30,"April","2014",30,17,21,19,4,20.9,0.48,20.97,21.06,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1390,1431.75,2.92,175225,2978.82,174925,3673.43,0,0,0,694.6,689.35,1.98,2,2.02,300,18.41,31,-867.74,0.17,1.4,1.4,0.7,1.39,0.13,0.41,14.77,0,453,"A. <50","A. <50",690,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.59,2075,1.17,0,0,2075,1.17
"Γαλαξίδι","Ανεμοκάμπι","547","1404 Λ03 D2.GL2","Λαβράκι",0.64,0.92,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-04-11,"April","2014",2014-04-30,"April","2014",19,3.09,4.5,3.8,1.41,4.29,4.9,4.34,3.78,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",850,478.89,-77.49,292000,902.28,286990,1291.45,0,0,0,389.18,343.26,2.09,2.18,2.48,5010,18.36,60,-8250,1.72,4.12,4.2,1.98,4.13,0.07,0.66,14.88,0,295,"A. <50","A. <50",750,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,2,0,1,0,1,2.18,5010,1.72,0,0,5010,1.72
"Γαλαξίδι","Ανεμοκάμπι","547","1404 Λ03 D2.GL2","Λαβράκι",0.92,0.7,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-04-30,"April","2014",2014-05-31,"May","2014",31,4.5,9,6.75,4.5,8.56,5.14,8.52,7.03,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1305,786.42,-65.94,286990,1291.45,154825,1393.42,0,652.6,0,754.57,680.25,1.7,1.73,1.92,2165,22.22,74,-2825.68,0.75,0.42,0.13,2.24,3.81,0.15,0.83,16.06,0,516,"A. <50","A. <50",1295,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,1,0,0,2,1.69,4628.47,2.9,0,0,4628.47,2.9
"Γαλαξίδι","Ανεμοκάμπι","547","1404 Λ03 D2.GL2","Λαβράκι",0.7,0.87,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-05-31,"May","2014",2014-06-13,"June","2014",13,9,11.34,10.17,2.34,12.27,-7.58,10.65,11.83,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",610,518.72,-17.6,154825,1393.42,153590,1741.71,0,0,0,348.29,242.31,1.7,1.75,2.52,1235,33.58,28,-4310.71,0.8,3.01,3.1,1.78,3.02,0.18,0.65,18.29,0,258,"A. <50","A. <50",610,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.65,5863.47,3.68,0,0,5863.47,3.68
"Γαλαξίδι","Ανεμοκάμπι","547","1404 Λ03 D2.GL2","Λαβράκι",0.87,1.38,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-06-13,"June","2014",2014-06-30,"June","2014",17,11.34,18,14.67,6.66,17.87,0.73,17.87,18.66,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1050,1173.45,10.52,153590,1741.71,153590,2764.62,0,0,0,1022.91,1002.94,1.03,1.03,1.05,0,33.58,36,100,0,2.79,2.8,2.72,2.79,0.39,0.96,21.81,0,391,"A. <50","A. <50",1050,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.37,5863.47,3.68,0,0,5863.47,3.68
"Γαλαξίδι","Ανεμοκάμπι","547","1404 Λ03 D2.GL2","Λαβράκι",1.38,1.59,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-06-30,"June","2014",2014-07-14,"July","2014",14,18,20.7,19.35,2.7,24.11,-14.14,23.33,27.29,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",990,1501.56,34.07,153590,2764.62,153560,3178.69,0,0,0,414.07,817.93,2.39,2.39,1.21,30,33.87,30,0,0.02,2.38,2.24,1,2.39,0.19,0.37,22.6,0,341,"A. <50","A. <50",695,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.48,5878.47,3.69,0,0,5878.47,3.69
"Γαλαξίδι","Ανεμοκάμπι","540","1601 T02 DT1.06","Τσιπούρα",1.04,1.21,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2016","January",2016-03-16,"March","2016",2016-03-31,"March","2016",15,10.27,12,11.13,1.73,11.64,3.09,11.69,12.07,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",475,630.02,24.61,202528,2079.96,202323,2427.88,0,0,0,347.91,285.19,1.36,1.37,1.67,205,3.29,16,-1181.25,0.1,1.41,1.43,1.04,1.41,0.12,0.49,14.88,0,237,"A. <50","A. <50",275,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,1,0,1,0,1,1.3,340,0.2,-30663,-17.83,-30323,-17.63
"Γαλαξίδι","Ανεμοκάμπι","540","1601 T02 DT1.06","Τσιπούρα",1.21,1.6,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2016","January",2016-03-31,"March","2016",2016-04-30,"April","2016",30,12,16,14,4,15.91,0.57,15.47,17.01,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1190,1556.3,23.54,202323,2427.88,200328,3205.25,0,0,0,777.37,671.2,1.48,1.53,1.77,1995,32.63,31,-6335.48,0.99,1.42,1.44,0.96,1.42,0.13,0.46,16.1,0,501,"A. <50","A. <50",710,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.37,2335,1.36,-30663,-17.83,-28328,-16.47
"Γαλαξίδι","Ανεμοκάμπι","540","1601 T02 DT1.06","Τσιπούρα",1.6,1.89,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2016","January",2016-04-30,"April","2016",2016-05-26,"May","2016",26,16,22.71,19.36,6.71,20.02,13.44,19.67,21.46,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1190,1614.39,26.29,200328,3205.25,199978,4541.5,0,0,0,1336.25,728.32,0.89,0.89,1.63,350,34.8,27,-1196.3,0.17,1.19,1.29,1.35,1.2,0.26,0.69,16.89,0,455,"A. <50","A. <50",655,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.16,2455,1.43,-30663,-17.83,-28208,-16.4
"Γαλαξίδι","Ανεμοκάμπι","533","1504 T06 GT2.02","Τσιπούρα",0.85,1.08,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-07-04,"July","2015",2015-07-21,"July","2015",17,13.6,17.16,15.38,3.56,19.54,-12.18,19.63,23.38,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1050,1736.8,39.54,175800,2390.88,175575,3012.87,0,0,0,621.99,1055.66,1.68,1.69,0.99,225,31.91,18,-1150,0.13,2.3,2.14,1.37,2.3,0.21,0.42,24.97,0,453,"A. <50","A. <50",1050,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.28,6925,3.79,0,0,6925,3.79
"Γαλαξίδι","Ανεμοκάμπι","533","1504 T06 GT2.02","Τσιπούρα",1.08,1.38,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-07-21,"July","2015",2015-07-31,"July","2015",10,17.16,22,19.58,4.84,22.14,-0.63,21.92,23.74,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",905,1196.3,24.35,175575,3012.87,175575,3862.65,0,0,0,849.78,835.74,1.06,1.06,1.08,0,31.91,11,100,0,2.65,2.65,2.48,2.64,0.48,0.78,26.23,0,286,"A. <50","A. <50",630,1.93,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.21,6925,3.79,0,0,6925,3.79
"Γαλαξίδι","Ανεμοκάμπι","533","1504 T06 GT2.02","Τσιπούρα",1.38,1.93,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-07-31,"July","2015",2015-08-18,"August","2015",18,22,30.89,26.45,8.89,33.66,-8.23,32.47,36.04,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2175,2628.27,17.25,175575,3862.65,175295,5414.86,0,0,0,1552.21,1829.18,1.39,1.4,1.19,280,39.58,19,-1373.68,0.16,2.63,2.56,1.89,2.64,0.49,0.68,26.26,0,494,"A. <50","A. <50",1125,1.61,NA,"Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.22,7205,3.95,0,0,7205,3.95
"Γαλαξίδι","Ανεμοκάμπι","460-1","1408 Λ07 GD4.GL3","Λαβράκι",2.71,3.54,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-10-10,"October","2014",2014-10-31,"October","2014",21,35.08,46,40.54,10.92,46.65,-1.39,46.62,53.11,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1175,1857.92,36.76,85000,2981.8,84695,3895.97,0,0,0,914.17,966.68,1.27,1.29,1.22,305,70.86,22,-1286.36,0.36,1.64,1.63,1.29,1.63,0.52,0.64,21.77,0,480,"A. <50","A. <50",650,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.19,4009.27,4.52,0,0,4009.27,4.52
"Γαλαξίδι","Ανεμοκάμπι","460-1","1408 Λ07 GD4.GL3","Λαβράκι",3.54,4.45,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-10-31,"October","2014",2014-11-30,"November","2014",30,46,58,52,12,58.48,-0.82,57.94,66.24,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1575,2635.85,40.25,84695,3895.97,84435,4897.23,0,0,0,1001.26,996.19,1.55,1.57,1.58,360,84.29,31,-1061.29,0.43,1.2,1.2,0.77,1.19,0.4,0.48,19.18,0,595,"A. <50","B. 50-100",1450,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.26,4269.27,4.81,0,0,4269.27,4.81
"Γαλαξίδι","Ανεμοκάμπι","460-1","1408 Λ07 GD4.GL3","Λαβράκι",4.45,5.14,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-11-30,"November","2014",2014-12-31,"December","2014",31,58,67,62.5,9,67.24,-0.36,66.23,72.2,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1550,2370.89,34.62,84435,4897.23,84407,5655.27,0,0,0,758.04,693.05,2.04,2.04,2.24,28,85.96,32,12.5,0.03,0.95,0.95,0.47,0.96,0.29,0.34,17.19,0,556,"B. 50-100","B. 50-100",1550,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.37,4297.27,4.84,0,0,4297.27,4.84
"Γαλαξίδι","Ανεμοκάμπι","460-1","1408 Λ07 GD4.GL3","Λαβράκι",5.14,5.75,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-12-31,"December","2014",2015-01-31,"January","2015",31,67,75,71,8,72.33,3.69,71.62,72.34,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1625,1571.68,-3.39,84407,5655.27,84372,6327.9,0,0,0,672.63,387.45,2.41,2.42,4.19,35,88.38,32,-9.38,0.04,0.88,0.9,0.36,0.87,0.26,0.33,14.84,0,475,"B. 50-100","B. 50-100",1625,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.48,4332.27,4.88,0,0,4332.27,4.88
"Γαλαξίδι","Ανεμοκάμπι","530","1505 T09 GST2.06","Τσιπούρα",1.68,3.01,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","May",2015-07-31,"July","2015",2015-08-18,"August","2015",18,21,37.7,29.35,16.7,31.52,19.61,30.61,34.71,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1780,2331.19,23.64,160000,3360,159940,6029.74,0,0,0,2669.74,1535.76,0.67,0.67,1.16,60,45.12,19,-215.79,0.04,2.17,2.42,3.25,2.17,0.93,1.2,26.26,0,494,"A. <50","A. <50",1000,1.61,"β","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.82,6105.37,2.82,0,0,6105.37,2.82
