"Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","From.Month","From.Year","To","To.Month","To.Year","Diff.Days","Start.Av.Weight","End.Av.Weight","Period.Av.Weight","Av.Weight.Change","Model.End.Av.Wt.Act.Feed","Av.Wt.Deviation.Perc","Av.Wt.Before.Sampl","Model.End.Av.Wt.Sugg.Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation.Perc","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer.Minus.Kg","Transfer.Plus.Kg","Biomass.Produced","Biomass.Produced.Before.Sampl","Biol.FCR.Period","Econ.FCR.Period","Econ.FCR.Period.Before.Sampl","Mortality.No","LTD.Mortality.Kg","Model.Mortality.No","Mortality.Deviation.Perc","Mortality.Perc","SFR.Period.Perc","SFR.Period.Perc.Before.Sampl","SGR.Period.Perc","FCR.bio.*.SGR","Growth.Per.Day","TGC.Period","Avg.Temp","Av.Oxygene","Period.Day.Degrees","Start.Av.Weight.Category","End.Av.Weight.Category","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate.Kg.Per.Hour","Fastings.No","Transfer.Minus.No","Transfer.Plus.No","Harvest.No","Sampling.No","LTD.Econ.FCR","LTD.Mortality.No","LTD.Mortality.Perc","LTD.Adjustment.No","LTD.Adjustment.Perc","LTD.Adjustment.&.Mortality.No","LTD.Adjustment.&.Mortality.Perc"
"Γαλαξίδι","Ανεμοκάμπι","526","1601 T02 DT1.06","Τσιπούρα",1.34,1.83,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2016","January",2016-03-31,"March","2016",2016-04-30,"April","2016",30,9.5,13,11.25,3.5,13.13,-0.99,12.73,14.17,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1190,1539.76,22.72,224994,2137.44,224814,2922.58,0,0,0,785.14,724.44,1.51,1.52,1.64,180,12.4,31,-480.65,0.08,1.58,1.6,1.05,1.59,0.12,0.47,16.1,0,501,"A. <50","A. <50",750,1.93,"β","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.42,1765,0.92,-34579,-18.01,-32814,-17.09
"Γαλαξίδι","Ανεμοκάμπι","543","1509 Λ16 DΛ6.10","Λαβράκι",3.08,3.26,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","September",2016-03-11,"March","2016",2016-03-31,"March","2016",20,64.26,68,66.13,3.74,68.33,-0.48,67.67,67.58,"IRIDA Smart 3,0mm K (V)","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1450,1161.05,-24.89,95900,6162.53,95830,6516.44,0,0,0,353.91,322.28,4.04,4.1,4.5,70,85.03,21,-233.33,0.07,1.14,1.15,0.28,1.13,0.19,0.25,14.86,0,310,"B. 50-100","B. 50-100",775,1.25,"α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,4,0,1,0,1,2.05,2878.21,2.92,0,0,2878.21,2.92
"Γαλαξίδι","Ανεμοκάμπι","432","1404 Λ03 D2.GL2","Λαβράκι",0.81,1.07,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-04,"July","2014",2014-07-14,"July","2014",10,15.2,20.01,17.61,4.81,22.31,-10.31,21.56,20.65,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",405,308,-31.49,53543,813.85,53508,1070.7,0,0,0,256.84,339.78,1.57,1.58,1.19,35,15.07,0,0,0.07,4.33,4.16,2.75,4.33,0.48,0.96,22.41,0,248,"A. <50","A. <50",235,1.93,"ΒΓ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,1,0,1,0,1,1.61,2325.04,4.16,0,0,2325.04,4.16
"Γαλαξίδι","Ανεμοκάμπι","432","1404 Λ03 D2.GL2","Λαβράκι",1.07,1.82,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-14,"July","2014",2014-07-31,"July","2014",17,20.01,34,27.01,13.99,34.65,-1.88,34.64,32.55,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",830,703.62,-17.96,53508,1070.7,53443,1817.06,0,0,0,746.37,780.57,1.11,1.11,1.06,65,17.03,0,0,0.12,3.46,3.42,3.12,3.46,0.82,1.25,23.29,0,420,"A. <50","A. <50",760,1.61,"ΒΓ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.38,2390.04,4.28,0,0,2390.04,4.28
"Γαλαξίδι","Ανεμοκάμπι","432","1404 Λ03 D2.GL2","Λαβράκι",1.82,3.52,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-31,"July","2014",2014-08-31,"August","2014",31,34,66,50,32,66.71,-1.06,66.02,62.7,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1950,1683.3,-15.84,53443,1817.06,53373,3522.62,0,0,0,1705.56,1706.62,1.14,1.14,1.14,70,21.57,0,0,0.13,2.44,2.44,2.14,2.44,1.03,0.99,25.23,0,808,"A. <50","B. 50-100",1650,1.61,"ΒΓ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,1,0,0,0,2,1.25,2460.04,4.41,0,0,2460.04,4.41
"Γαλαξίδι","Ανεμοκάμπι","432","1404 Λ03 D2.GL2","Λαβράκι",3.52,5.23,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-08-31,"August","2014",2014-09-30,"September","2014",30,66,99,82.5,33,100.69,-1.68,99.67,103.58,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2325,2544.26,8.62,53373,3522.62,52848,5231.95,0,0,0,1709.33,1744.74,1.33,1.36,1.33,525,65.59,0,0,0.98,1.79,1.79,1.35,1.79,1.1,0.77,24.66,0,762,"B. 50-100","B. 50-100",2325,1.24,"ΒΓ","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,0,0,0,0,2,1.27,2985.04,5.35,0,0,2985.04,5.35
"Γαλαξίδι","Ανεμοκάμπι","413-1","1311 T18 G.GT3","Τσιπούρα",0.88,1.49,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","November",2013-11-13,"November","2013",2013-11-30,"November","2013",17,4.13,7,5.56,2.87,6.59,6.22,6.61,6.98,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",546.5,630.54,13.33,214000,883.82,213430,1494.01,0,0,0,610.19,526.95,0.89,0.9,1.04,570,2.79,18,-3066.67,0.27,2.77,2.85,3.1,2.76,0.17,0.87,19.64,0,355,"A. <50","A. <50",312,2.21,NA,"Τσιπούρα - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.9,570,0.27,0,0,570,0.27
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",0.7,1.11,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-07-31,"July","2015",2015-08-19,"August","2015",19,16,26.16,21.08,10.16,30.3,-13.66,28.63,28.53,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1225,1065.55,-14.96,87100,1393.6,85210,2229.09,0,0,0,835.49,1045.96,1.43,1.47,1.17,890,51.81,20,-4350,1.02,3.62,3.45,2.59,3.71,0.53,0.86,26.25,0,520,"A. <50","A. <50",1225,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.22,3790,4.21,1000,1.11,4790,5.32
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",1.11,1.53,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-08-19,"August","2015",2015-08-31,"August","2015",12,26.16,36,31.08,9.84,36.86,-2.33,36.83,36.23,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",950,894.29,-6.23,85210,2229.09,84825,3053.7,0,0,0,824.61,895.01,1.14,1.15,1.06,385,64.2,13,-2861.54,0.45,3.02,2.99,2.66,3.02,0.82,0.99,25.96,0,338,"A. <50","A. <50",875,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.2,4175,4.64,1000,1.11,5175,5.75
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",1.53,2.54,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-08-31,"August","2015",2015-09-30,"September","2015",30,36,60,48,24,67.64,-11.3,65.7,67.09,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3000,2942.11,-1.97,84825,3053.7,84575,5074.5,0,0,0,2020.8,2502.88,1.48,1.48,1.2,250,76.33,31,-706.45,0.29,2.51,2.39,1.7,2.51,0.8,0.78,25.31,0,786,"A. <50","B. 50-100",2325,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.28,4425,4.92,1000,1.11,5425,6.03
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",2.54,3.71,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-09-30,"September","2015",2015-10-31,"October","2015",31,60,88,74,28,89.62,-1.81,89.6,94.1,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3325,3860.84,13.88,84575,5074.5,84210,7410.48,0,0,0,2335.98,2470.72,1.41,1.42,1.35,365,101.09,32,-1040.62,0.43,1.74,1.72,1.24,1.75,0.9,0.73,22.75,0,728,"B. 50-100","B. 50-100",3200,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.33,4790,5.32,1000,1.11,5790,6.43
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",3.71,4.75,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-10-31,"October","2015",2015-11-30,"November","2015",30,88,113,100.5,25,107.41,5.2,106.54,112.37,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2925,3684.55,20.61,84210,7410.48,84140,9507.82,0,0,0,2097.34,1553.8,1.39,1.39,1.88,70,107.85,14,-400,0.08,1.16,1.19,0.83,1.15,0.83,0.65,19.24,0,598,"B. 50-100","C. 100-200",2925,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.33,4860,5.4,1000,1.11,5860,6.51
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",4.75,5.41,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-11-30,"November","2015",2015-12-16,"December","2015",16,113,128.61,120.81,15.61,123.11,4.47,122.22,122.34,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1875,1721.28,-8.93,84140,9507.82,84055,10810.31,0,0,0,1302.49,765.38,1.43,1.44,2.45,85,117.74,0,0,0.1,1.16,1.19,0.81,1.16,0.98,0.72,17.47,0,297,"C. 100-200","C. 100-200",1875,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.33,4945,5.49,1000,1.11,5945,6.61
"Γαλαξίδι","Ανεμοκάμπι","546","1506 Λ12 DΛ3.06","Λαβράκι",5.41,5.71,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","June",2015-12-16,"December","2015",2015-12-31,"December","2015",15,128.61,136,132.31,7.39,136.01,-0.01,136.01,134.18,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1925,1416.49,-35.9,84055,10810.31,84023,11427.13,0,0,0,616.81,617.65,3.1,3.12,3.12,32,121.88,0,0,0.04,1.15,1.15,0.37,1.15,0.49,0.37,16.25,0,256,"C. 100-200","C. 100-200",1925,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.43,4977,5.53,1000,1.11,5977,6.64
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",2.74,3.66,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-08-10,"August","2012",2012-08-31,"August","2012",21,26.15,35,30.57,8.85,35.22,-0.62,35.12,43.59,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2020,3969.74,49.12,209510,5478.69,209275,7324.62,0,0,0,1845.94,1871.05,1.09,1.09,1.08,235,88.25,44,-434.09,0.11,1.51,1.51,1.39,1.52,0.42,0.51,27.07,0,594,"A. <50","A. <50",2020,1.49,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.04,10725,4.88,0,0,10725,4.88
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",3.66,5.41,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-08-31,"August","2012",2012-09-30,"September","2012",30,35,52,43.5,17,51.91,0.17,51.46,65.63,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3825,7142.4,46.45,209275,7324.62,208150,10823.8,0,0,0,3499.18,3386.77,1.08,1.09,1.13,1125,136.41,62,-1714.52,0.54,1.42,1.43,1.32,1.42,0.57,0.6,25.16,0,775,"A. <50","B. 50-100",3350,1.49,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.05,11850,5.39,0,0,11850,5.39
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",5.41,8.1,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-09-30,"September","2012",2012-10-31,"October","2012",31,52,78,65,26,78.46,-0.59,78.35,86.78,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",6790,9052.94,25,208150,10823.8,207815,16209.57,0,0,0,5385.77,5458.51,1.26,1.26,1.24,335,155.63,64,-423.44,0.16,1.64,1.64,1.31,1.65,0.84,0.72,23.62,0,754,"B. 50-100","B. 50-100",6290,1.19,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.12,12185,5.54,0,0,12185,5.54
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",8.1,10.59,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-10-31,"October","2012",2012-11-30,"November","2012",30,78,102,90,24,102.53,-0.52,101.63,106.27,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",8125,9409.19,13.65,207815,16209.57,207727,21188.15,0,0,0,4978.58,4901.73,1.63,1.63,1.66,88,163.33,55,-60,0.04,1.46,1.46,0.89,1.45,0.8,0.63,20.54,0,636,"B. 50-100","C. 100-200",8125,1.19,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.23,12273,5.58,0,0,12273,5.58
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",10.59,11.68,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-11-30,"November","2012",2012-12-14,"December","2012",14,102,112.45,107.22,10.45,111.27,1.06,110.07,110.41,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",4125,3743.41,-10.19,207727,21188.15,207687,23354.4,0,0,0,2166.25,1671.95,1.9,1.9,2.47,40,166.46,15,-166.67,0.02,1.32,1.34,0.7,1.33,0.75,0.58,17.69,0,265,"C. 100-200","C. 100-200",3825,1.19,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.27,12303,5.59,0,0,12303,5.59
"Γαλαξίδι","Ανεμοκάμπι","502","1203 Λ2 D.GL2","Λαβράκι",11.68,12.25,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","March",2012-12-14,"December","2012",2012-12-31,"December","2012",17,112.45,118,115.22,5.55,117.79,0.18,117.69,117.82,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3460,3423.97,-1.05,207687,23354.4,207637,24501.17,0,0,0,1146.76,1082.4,3,3.02,3.2,60,173.32,18,-233.33,0.03,0.85,0.85,0.28,0.84,0.33,0.27,15.78,0,285,"C. 100-200","C. 100-200",2000,1.19,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.36,12363,5.62,0,0,12363,5.62
"Γαλαξίδι","Ανεμοκάμπι","532","1507 Λ14 DΛ4/5.04","Λαβράκι",4.94,5.31,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2016-03-01,"March","2016",2016-03-31,"March","2016",30,105.64,114,109.82,8.36,113.94,0.05,112.61,111.55,"IRIDA Smart 3,0mm K (V)","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3200,2244.97,-42.54,93495,9876.81,93170,10621.38,0,0,0,744.57,615.06,4.1,4.3,5.2,325,150.76,0,0,0.35,1.04,1.05,0.25,1.03,0.28,0.26,14.89,0,459,"C. 100-200","C. 100-200",1875,1.25,"X","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,5,0,1,0,1,1.93,4809.88,4.91,0,0,4809.88,4.91
"Γαλαξίδι","Ανεμοκάμπι","563-1","1405 T07 D2.GT1.1","Τσιπούρα",2.3,3.81,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","May",2014-08-02,"August","2014",2014-08-31,"August","2014",29,19.25,32,25.62,12.75,30.54,4.78,27.23,40.07,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3350,6398.86,47.65,286595,5516.95,285875,9148,0,0,0,3631.05,2267.42,0.92,0.92,1.48,720,123.8,60,-1100,0.25,1.61,1.75,1.75,1.61,0.44,0.65,25.27,0,759,"A. <50","A. <50",3125,1.61,NA,"Τσιπούρα - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,1,0,1,1.17,7945,2.7,0,0,7945,2.7
"Γαλαξίδι","Ανεμοκάμπι","513","1507 Λ14 DΛ4/5.04","Λαβράκι",4.77,5.09,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2016-02-29,"February","2016",2016-03-31,"March","2016",31,103,110,106.5,7,110.86,-0.78,109.5,109.08,"IRIDA Smart 3,0mm K (V)","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3000,2291,-30.95,92695,9547.58,92615,10187.65,0,0,0,640.07,593.76,4.63,4.69,5.05,80,111.32,0,0,0.09,0.98,0.98,0.21,0.97,0.23,0.22,14.89,0,474,"C. 100-200","C. 100-200",1550,1.25,"X","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,4,0,0,0,2,1.88,4405.11,4.54,0,0,4405.11,4.54
"Γαλαξίδι","Ανεμοκάμπι","003","T11012G.GT1.a","Τσιπούρα",0.29,0.38,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2012","February",2012-02-29,"February","2012",2012-03-28,"March","2012",28,4.5,5.92,5.21,1.42,6.23,-4.98,5.74,5.28,"IRIDA Organic 1,0 mm","IRIDA Organic","ΙΡΙΔΑ Α.Ε.",37,16.9,-118.91,8100,36.45,8096,47.93,0,0,0,11.48,10.02,3.22,3.22,3.69,4,0,0,0,0.05,3.15,3.2,0.98,3.15,0.05,0.42,13.31,0,380,"A. <50","A. <50",33,1.42,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,3.28,4,0.05,0,0,4,0.05
"Γαλαξίδι","Ανεμοκάμπι","003","T11012G.GT1.a","Τσιπούρα",0.46,0.58,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2012","February",2012-04-20,"April","2012",2012-04-30,"April","2012",10,7.07,9,8.04,1.93,8.58,4.9,8.46,7.84,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",22,11.01,-99.78,8096,57.24,8086,72.77,0,0,0,15.54,11.17,1.41,1.42,1.97,10,0.07,0,0,0.12,3.4,3.51,2.41,3.4,0.19,1,14.64,0,161,"A. <50","A. <50",22,1.91,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,2.87,14,0.17,0,0,14,0.17
"Γαλαξίδι","Ανεμοκάμπι","003","T11012G.GT1.a","Τσιπούρα",0.71,1.36,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2012","February",2012-05-31,"May","2012",2012-06-30,"June","2012",30,11,21,16,10,20.96,0.19,20.69,21.05,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",88,88.44,0.5,8076,88.84,8071,169.49,0,0,0,80.66,78.15,1.09,1.09,1.13,5,0.23,0,0,0.06,2.35,2.37,2.16,2.35,0.33,0.85,20.18,0,629,"A. <50","A. <50",84,1.68,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.89,29,0.36,0,0,29,0.36
"Γαλαξίδι","Ανεμοκάμπι","003","T11012G.GT1.a","Τσιπούρα",1.36,1.84,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2012","February",2012-06-30,"June","2012",2012-07-31,"July","2012",31,21,41,31,20,41.19,-0.46,40.78,44.38,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",177,208.45,15.09,8071,169.49,8063,330.58,0,0,0,161.09,159.32,1.1,1.1,1.11,8,0.46,0,0,0.1,2.37,2.37,2.16,2.37,0.65,0.85,25.45,0,812,"A. <50","A. <50",166,1.49,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.45,37,0.46,0,0,37,0.46
"Γαλαξίδι","Ανεμοκάμπι","526","1302 T4 LPS","Τσιπούρα",NA,NA,"LPS - Les Poissons du Soleil SCEA",NA,"2013","February",2013-06-12,"June","2013",2013-06-30,"June","2013",18,22.35,30,26.18,7.65,29.38,2.11,29.37,32.87,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1080,1623.96,33.5,146540,3275.17,143260,4297.8,0,0,0,1022.63,932.38,0.97,1.06,1.16,3280,92.13,19,-17163.16,2.24,1.59,1.61,1.64,1.6,0.42,0.68,22.39,0,424,"A. <50","A. <50",750,1.7,NA,"Τσιπούρα - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.38,3740,2.54,0,0,3740,2.54
"Γαλαξίδι","Ανεμοκάμπι","511","1106 T6 FMD","Τσιπούρα",10.04,10.64,"FMD - Ferme Marine De Douuhet",NA,"2011","June",2012-01-13,"January","2012",2012-01-31,"January","2012",18,62.02,66,64.01,3.98,64.55,2.25,64.52,64.39,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2725,2524.32,-7.95,323636,20071.9,322521,21286.39,0,0,0,1214.48,737.15,2.23,2.24,3.7,115,239.09,38,-202.63,0.04,0.73,0.74,0.35,0.78,0.22,0.31,13.55,0,264,"B. 50-100","B. 50-100",2725,1.01,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.73,22589.72,6.03,29283.73,7.82,51873.45,13.86
"Γαλαξίδι","Ανεμοκάμπι","511","1106 T6 FMD","Τσιπούρα",10.64,10.96,"FMD - Ferme Marine De Douuhet",NA,"2011","June",2012-01-31,"January","2012",2012-02-29,"February","2012",29,66,68,67,2,68.22,-0.32,68.05,67.96,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3275,2832.99,-15.6,322521,21286.39,322456,21927.01,0,0,0,640.62,656.74,5.07,5.11,4.99,75,243.42,60,-25,0.02,0.52,0.52,0.1,0.51,0.07,0.11,12.72,0,375,"B. 50-100","B. 50-100",2975,1.01,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.83,22654.72,6.05,29283.73,7.82,51938.45,13.87
"Γαλαξίδι","Ανεμοκάμπι","511","1106 T6 FMD","Τσιπούρα",10.96,11.77,"FMD - Ferme Marine De Douuhet",NA,"2011","June",2012-02-29,"February","2012",2012-03-31,"March","2012",31,68,73,70.5,5,72.11,1.23,72.01,71.38,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",4925,3790.62,-29.93,322456,21927.01,322356,23531.99,0,0,0,1604.98,1285.85,3.06,3.07,3.83,100,250.38,64,-56.25,0.03,0.7,0.7,0.23,0.7,0.16,0.23,13.41,0,423,"B. 50-100","B. 50-100",3450,1.03,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.91,22754.72,6.08,29283.73,7.82,52038.45,13.9
